date,OT
2016-07-01 00:00:00,3.6548571731364374
2016-07-01 00:15:00,3.643437417489631
2016-07-01 00:30:00,3.6201723035018394
2016-07-01 00:45:00,3.6142636755299464
2016-07-01 01:00:00,3.6142636755299464
2016-07-01 01:15:00,3.608319928062729
2016-07-01 01:30:00,3.608319928062729
2016-07-01 01:45:00,3.596352900620699
2016-07-01 02:00:00,3.596352900620699
2016-07-01 02:15:00,3.596352900620699
2016-07-01 02:30:00,3.5781154703106535
2016-07-01 02:45:00,3.553260115773545
2016-07-01 03:00:00,3.5147790538440353
2016-07-01 03:15:00,3.4949609513011977
2016-07-01 03:30:00,3.4815476826865663
2016-07-01 03:45:00,3.474757613123461
2016-07-01 04:00:00,3.4610530838356053
2016-07-01 04:15:00,3.4541376687742433
2016-07-01 04:30:00,3.4471581276925445
2016-07-01 04:45:00,3.433083574465789
2016-07-01 05:00:00,3.4187753004426007
2016-07-01 05:15:00,3.4187753004426007
2016-07-01 05:30:00,3.4259550590858727
2016-07-01 05:45:00,3.411560168697702
2016-07-01 06:00:00,3.4042926002599274
2016-07-01 06:15:00,3.396955035332225
2016-07-01 06:30:00,3.396955035332225
2016-07-01 06:45:00,3.396955035332225
2016-07-01 07:00:00,3.396955035332225
2016-07-01 07:15:00,3.396955035332225
2016-07-01 07:30:00,3.396955035332225
2016-07-01 07:45:00,3.396955035332225
2016-07-01 08:00:00,3.389563296647162
2016-07-01 08:15:00,3.3821334912898275
2016-07-01 08:30:00,3.3821334912898275
2016-07-01 08:45:00,3.3821334912898275
2016-07-01 09:00:00,3.374630899338837
2016-07-01 09:15:00,3.336321007777348
2016-07-01 09:30:00,3.32054757670558
2016-07-01 09:45:00,3.32054757670558
2016-07-01 10:00:00,3.3125847005196265
2016-07-01 10:15:00,3.3125847005196265
2016-07-01 10:30:00,3.3125847005196265
2016-07-01 10:45:00,3.3125847005196265
2016-07-01 11:00:00,3.3125847005196265
2016-07-01 11:15:00,3.3125847005196265
2016-07-01 11:30:00,3.3045579776644645
2016-07-01 11:45:00,3.3045579776644645
2016-07-01 12:00:00,3.3045579776644645
2016-07-01 12:15:00,3.3045579776644645
2016-07-01 12:30:00,3.2882899739789697
2016-07-01 12:45:00,3.2800461674670323
2016-07-01 13:00:00,3.2800461674670323
2016-07-01 13:15:00,3.2882899739789697
2016-07-01 13:30:00,3.2882899739789697
2016-07-01 13:45:00,3.2882899739789697
2016-07-01 14:00:00,3.2882899739789697
2016-07-01 14:15:00,3.2882899739789697
2016-07-01 14:30:00,3.2882899739789697
2016-07-01 14:45:00,3.2882899739789697
2016-07-01 15:00:00,3.2882899739789697
2016-07-01 15:15:00,3.2882899739789697
2016-07-01 15:30:00,3.2882899739789697
2016-07-01 15:45:00,3.2882899739789697
2016-07-01 16:00:00,3.2882899739789697
2016-07-01 16:15:00,3.2800649702156504
2016-07-01 16:30:00,3.2800649702156504
2016-07-01 16:45:00,3.2800649702156504
2016-07-01 17:00:00,3.2800649702156504
2016-07-01 17:15:00,3.2800649702156504
2016-07-01 17:30:00,3.2800649702156504
2016-07-01 17:45:00,3.2800649702156504
2016-07-01 18:00:00,3.2800649702156504
2016-07-01 18:15:00,3.2800649702156504
2016-07-01 18:30:00,3.2717528673635496
2016-07-01 18:45:00,3.263371093944209
2016-07-01 19:00:00,3.263371093944209
2016-07-01 19:15:00,3.263371093944209
2016-07-01 19:30:00,3.263371093944209
2016-07-01 19:45:00,3.263371093944209
2016-07-01 20:00:00,3.263371093944209
2016-07-01 20:15:00,3.263371093944209
2016-07-01 20:30:00,3.263371093944209
2016-07-01 20:45:00,3.263371093944209
2016-07-01 21:00:00,3.246432611970073
2016-07-01 21:15:00,3.246432611970073
2016-07-01 21:30:00,3.246432611970073
2016-07-01 21:45:00,3.254937679754025
2016-07-01 22:00:00,3.254937679754025
2016-07-01 22:15:00,3.254937679754025
2016-07-01 22:30:00,3.254937679754025
2016-07-01 22:45:00,3.254937679754025
2016-07-01 23:00:00,3.254937679754025
2016-07-01 23:15:00,3.254937679754025
2016-07-01 23:30:00,3.254937679754025
2016-07-01 23:45:00,3.254937679754025
2016-07-02 00:00:00,3.254937679754025
2016-07-02 00:15:00,3.254937679754025
2016-07-02 00:30:00,3.254937679754025
2016-07-02 00:45:00,3.2633902128557395
2016-07-02 01:00:00,3.2717528673635496
2016-07-02 01:15:00,3.2717528673635496
2016-07-02 01:30:00,3.2717528673635496
2016-07-02 01:45:00,3.263371093944209
2016-07-02 02:00:00,3.263371093944209
2016-07-02 02:15:00,3.254937679754025
2016-07-02 02:30:00,3.246432611970073
2016-07-02 02:45:00,3.246432611970073
2016-07-02 03:00:00,3.246432611970073
2016-07-02 03:15:00,3.246432611970073
2016-07-02 03:30:00,3.246432611970073
2016-07-02 03:45:00,3.246432611970073
2016-07-02 04:00:00,3.246432611970073
2016-07-02 04:15:00,3.254937679754025
2016-07-02 04:30:00,3.254937679754025
2016-07-02 04:45:00,3.254937679754025
2016-07-02 05:00:00,3.254937679754025
2016-07-02 05:15:00,3.254937679754025
2016-07-02 05:30:00,3.254937679754025
2016-07-02 05:45:00,3.254937679754025
2016-07-02 06:00:00,3.254937679754025
2016-07-02 06:15:00,3.254937679754025
2016-07-02 06:30:00,3.254937679754025
2016-07-02 06:45:00,3.254937679754025
2016-07-02 07:00:00,3.254937679754025
2016-07-02 07:15:00,3.2378349736426784
2016-07-02 07:30:00,3.2378349736426784
2016-07-02 07:45:00,3.2378349736426784
2016-07-02 08:00:00,3.2378349736426784
2016-07-02 08:15:00,3.2378349736426784
2016-07-02 08:30:00,3.2378349736426784
2016-07-02 08:45:00,3.2464131660799693
2016-07-02 09:00:00,3.2464131660799693
